NSW,VIC,SA,QLD,TAS
0.9539594389018813,0.9029186774316618,1.3928245802431674,1.0809516664489884,0.8732426199167612
0.9327268144043864,0.8765421976868762,1.3317666550198581,1.067979903952237,0.8740202771940832
0.8995844069840377,0.9040674613375314,1.2597181554601415,1.0566416397842788,0.8735910919178568
0.873486183591028,0.8754627230434958,1.2110125407601238,1.035438557108313,0.8664312428110056
0.8475286470595723,0.8464398806797003,1.1727991683066736,1.0136594336116946,0.8639464407513883
0.8259426716464574,0.8238964078078137,1.1425024826550036,0.9987425932590234,0.8589346169136645
0.8120027878107429,0.8012890308695912,1.1222953617901934,0.9932849819198125,0.8577592913082012
0.8023437104223512,0.7859935397761753,1.1023365547483186,0.9900264031303158,0.8564503955545949
0.7989103348442893,0.7737495115379789,1.0923465445788771,0.9908258289486089,0.8582553826377795
0.8041303055700368,0.7711715000715473,1.0863132189782383,0.9875517566770791,0.8584320123876894
0.7975560648941941,0.7689112887787606,1.0812008548670293,0.973742291693143,0.8597106132889963
0.7900575038865065,0.76569087944605,1.080115807208329,0.9458244241750168,0.8552871629560164
0.7076385079203001,0.7137747592586721,1.0229205765858684,0.8439427034069437,0.8471639029336677
0.597686807107444,0.6542764190076943,0.9796718555105564,0.7305439347934671,0.8427507067225053
0.4798632233394388,0.5430062126275517,0.8402965482268427,0.621568216074047,0.8379763434776532
0.3601051129741742,0.4165038061720597,0.6260127914032029,0.511979938340609,0.8308999823775042
0.2683587736718269,0.30615069212064705,0.4235072328168615,0.4362465308103929,0.8229476525455942
0.23737261385836927,0.21529988275046333,0.24718668339867714,0.3694034476363747,0.8161916429405011
0.2081381474201599,0.13628177340145714,0.13382025414784046,0.3255812473669427,0.8083669802880314
0.18462407467651806,0.0769560399807735,0.03962901502457307,0.2939953988932151,0.8068036072829914
0.1709951153496492,0.058767328317456936,-0.04739467162929447,0.28008207411673847,0.7939182533653562
0.16778104926373144,0.08090928778276657,-0.08097255870183702,0.2638295491579031,0.7681913941628227
0.14534897852427642,0.07116878617907216,-0.09792856964106463,0.261189804248628,0.7404698425224904
0.1404714748801628,0.06628652428406448,-0.10184705614585822,0.27667548392496144,0.7195071843052251
0.12422503979903482,0.07163304788195725,-0.11825222234547157,0.2977605857804709,0.7058276813787545
0.14534979927018984,0.09284188430355582,-0.14229586893759394,0.2839625052884857,0.7007633820603274
0.1607343815713797,0.07408645373583245,-0.1081785874222636,0.29421678097497295,0.7020499815375392
0.16108564821007568,0.1718582983574352,-0.051394077726078985,0.3263748994591412,0.7053651205846116
0.19121436153167742,0.2610635893853704,0.05990624512266582,0.33018262793888314,0.7012317547811378
0.24570660727630497,0.28381918512763715,0.1418041221059204,0.3345532215302482,0.7039921041718055
0.31559778359350177,0.38101863020318,0.30163036736323157,0.4328138743062223,0.7193498177376063
0.39041239386313387,0.4903458035363017,0.4787112908414889,0.5453283786558005,0.7389526245484076
0.5329780723259555,0.6061624714253447,0.6827104423603844,0.681658812433487,0.7756317929914589
0.700079672401381,0.7373368894376051,0.8785367877928478,0.8198929958556107,0.8153223932749638
0.8610207208315548,0.8824914674305225,1.1310811311967108,0.9658377141174672,0.8467217339149709
0.9979845917213549,1.0076079308719905,1.3907941087231483,1.1055313310111239,0.8736685358817121
1.0489005025149205,1.095906988978949,1.614769121326107,1.1633370663544205,0.8974749650602677
1.1192653027923525,1.1501744028803218,1.8094009396115358,1.2319160214224982,0.9338517517374982
1.1626454533410675,1.207289343766885,1.8983123936428248,1.2693373671904624,0.9482460593089929
1.178086681214312,1.2364297919467333,1.9565722645511883,1.271569589657556,0.9641534010219522
1.172269286120659,1.2402837017765789,1.9425158598645809,1.2721591552809588,0.9716487556115971
1.1479115377051032,1.2132763834641216,1.9277257211998902,1.2547771114975939,0.9659421104454354
1.1349595356289726,1.1715638408002138,1.8760122299881803,1.251177287241368,0.9540514489944086
1.081902120819515,1.0909764429618314,1.8189206823727744,1.211302417208633,0.9203851370766293
1.038725144755377,1.0253844307971007,1.7165023761721836,1.1662758999633083,0.9021347990654708
0.9955115406671934,0.9749080823518859,1.6247354647594756,1.1330083525123926,0.8870416183848807
0.9462865013928815,0.9585296699057012,1.538355452282313,1.1006889857694495,0.865429022562439
0.9321695199278388,0.9271939814733305,1.599596591171454,1.0897853763253316,0.8586223862040921
0.9407448629577313,0.9021987476065112,1.5424032673313808,1.082285149148373,0.8865384216755788
0.9172145899753945,0.8844370860423613,1.475969724053796,1.0657180630880694,0.9050398396759278
0.9000154922477409,0.9194925094915899,1.4018671225903132,1.0455492320833,0.9258435819705819
0.8787316911505063,0.8937282072814431,1.361411323293038,1.0268300407892461,0.9455583573612726
0.860657804808529,0.8651596574824705,1.3179017729062201,1.0200264802924202,0.9661852238464629
0.8448872686401643,0.8438765985326193,1.2893109043809448,1.0096132261291197,0.9637465300664877
0.8370762265272008,0.8296970547251642,1.2660323363886061,1.002949347224815,0.9632368324637668
0.8351771605744722,0.824525711446114,1.2526004516323168,1.0001398445422294,0.9628603761095845
0.840709370060329,0.8268458638353272,1.2425127559037332,1.0020001886059078,0.9647385626293166
0.8546089769973209,0.8297978636934917,1.2401359832087402,1.007439536288539,0.9464743320957343
0.854532126185197,0.8330634084386331,1.2476239930928332,0.9992263789996648,0.9247605237767106
0.854876246285988,0.83503420252053,1.2608858154946212,0.972456121434102,0.9037494352978112
0.7824239426526981,0.7975207005890916,1.2107256228245558,0.8857370711728336,0.882543310173959
0.6774356197545793,0.7474475214201125,1.1667041726995495,0.7901717106206858,0.8627615467100649
0.5730256169121436,0.6561483732635603,1.0629590587244138,0.6945225243684868,0.8577202728245109
0.45331283214501766,0.5514590644144658,0.9305105465697413,0.5839985208734365,0.8468458299500827
0.3473906227227229,0.45858615972641525,0.7662926056045918,0.502263124507165,0.8375503971653573
0.2566400093247678,0.38305906084998764,0.609417102662534,0.4365537926387283,0.8179595267035248
0.24398581094335128,0.3358039839476073,0.4975676895883286,0.38850833172740296,0.8292996946979612
0.23251515366485417,0.314272834557008,0.378935025746538,0.34668225518824447,0.8315327958781132
0.23355856596461924,0.3180514737094456,0.2677928602084454,0.3283508949088974,0.8047915241761081
0.23295874133532513,0.3103781735333358,0.2037190499874165,0.298088327375122,0.7721556235500072
0.24153913075916766,0.3149785243293149,0.17706256623947308,0.26895199314826423,0.7414627805844782
0.23102603714116962,0.3093402188804092,0.15118061818324133,0.2435630680427015,0.7195931542326296
0.23964543043962883,0.32583923720765595,0.1626685917950834,0.24083504428323035,0.7267016876194756
0.22719688234209448,0.35444975630534453,0.16470314574991207,0.23643227277251616,0.7608179095895237
0.22711949747554128,0.3850944920988156,0.18220462471395685,0.2414598144012705,0.7451645078979717
0.23548693181413313,0.43297438772611546,0.2758384489290883,0.2535390544371664,0.7354975891620567
0.2599020853849991,0.4970980544519069,0.4846694123960489,0.30454120177475286,0.735190014719446
0.29447275804444156,0.548963275472052,0.7640849075782592,0.3659149889119592,0.7359283639830023
0.4017503756389814,0.6350679962052255,0.770294341679711,0.46891256839996204,0.7819777607536339
0.5306886968026071,0.7315144082698192,0.72437053523434,0.5817197149514324,0.830546512906865
0.6748822118168962,0.8590104455621541,0.8603634417084803,0.7145339144038654,0.8545016366941547
0.8331702483103635,0.9951455871234526,1.0449161674205367,0.869206222984385,0.8928697595568662
0.9687389627589988,1.112035422646539,1.3228435993391168,1.0217525062484853,0.9161872675812497
1.0921711748891396,1.221998492905922,1.5493906398394455,1.1617100130282998,0.9321768555203616
1.1387295321692306,1.2978804217053017,1.6059625151778085,1.21546003507446,0.9382573160014915
1.2084503108126687,1.4004843886165124,1.648831225497571,1.2905880036075286,0.957194746610494
1.2653785853527184,1.4492560885090304,1.706475283886555,1.3370697222918488,0.9845354382508245
1.2810517702336204,1.4501145720380069,1.7740256042304834,1.3359119821926553,0.9930983935731528
1.2731421287623683,1.447633280124348,1.7903967666014478,1.332925381648814,1.009825380985942
1.2482978691025945,1.4085935506614935,1.79891006709318,1.3195397155457607,1.0166757741147927
1.2377948349110464,1.353702703964718,1.7613927634926225,1.3134807513252493,1.0098233288492613
1.1830321561002541,1.2505934851176965,1.7216318320496928,1.2629337417669246,0.970088207370238
1.1327297675234735,1.165945143661128,1.6203930600622485,1.2020997396379387,0.9385490917803325
1.0894438998225255,1.100292604523308,1.5234340776050674,1.159642788550015,0.9084319888018417
1.0368276904590321,1.073798616815771,1.451330733359563,1.1305902475806653,0.8914555839422491
1.0249471861413066,1.0394407550991087,1.52467748285516,1.1144001437188364,0.8895982665534979
1.0089364983896365,1.005444499513324,1.4600655683559731,1.0910439263190277,0.8853587088282661
0.9871039128335037,0.9754140712953205,1.4002478528075246,1.0736594931498566,0.8794915319484216
0.9600585920533945,1.0062150598087112,1.3207159066094791,1.057105816175584,0.8791781119510043
0.9307134205259043,0.9732720667905864,1.2991786788250577,1.0441150744922525,0.877165840198463
0.9092331046218145,0.9381123370498653,1.2579825438301022,1.027855482740257,0.877185730832617
0.8935632345942436,0.914026300650592,1.236543079796619,1.0111751825212199,0.871977058531424
0.8869310812893286,0.9006003228082738,1.214579468034626,1.0152761246102215,0.8700413810170778
0.8906234955066473,0.8938808351669992,1.2060470105529355,1.016478144145764,0.8666950760668845
0.90617048473627,0.8987786845068606,1.200981989516373,1.0147592400006273,0.872808893201365
0.9283764125822116,0.9146774126108669,1.2091193966679055,1.0216185101742232,0.8795627301005956
