NSW,VIC,SA,QLD,TAS
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.021327500000000006,0.008555272727272727,0.0,0.010640756756756757,0.0
0.06474330555555557,0.028952545454545453,0.0070312000000000005,0.0387214054054054,0.0
0.3054007777777778,0.25910790909090914,0.04315933333333334,0.21796805405405403,0.0
0.4898898888888888,0.356864,0.22989579999999998,0.4765953513513514,0.0
0.7726077499999998,0.7553161818181819,0.2989938,0.723589864864865,0.0
0.8402270000000002,0.8353974545454546,0.6067220666666666,0.8257060810810812,0.0
0.8745640555555556,0.8797907272727273,0.6918870666666668,0.8785556216216216,0.0
0.8980474444444444,0.9154331818181819,0.7528324666666667,0.9176491351351354,0.0
0.9150656944444443,0.9305724545454545,0.7873933333333334,0.9226694054054054,0.0
0.9323994722222222,0.9424521818181817,0.8156532666666667,0.9197182432432432,0.0
0.93304525,0.9427675454545453,0.8293383333333332,0.9098005675675676,0.0
0.9303129722222224,0.9453898181818182,0.8281206000000001,0.9024466756756756,0.0
0.9319830277777778,0.9360797272727273,0.8392583333333334,0.9181245945945946,0.0
0.9466296111111109,0.9482946363636362,0.836244,0.9248608108108108,0.0
0.9365611388888886,0.9476671818181818,0.8662220666666666,0.9113030810810812,0.0
0.9327355833333333,0.9417567272727272,0.8658196666666668,0.8756595945945946,0.0
0.9236910277777777,0.9307157272727273,0.8532133333333334,0.8238537027027028,0.0
0.9142681666666667,0.9362854545454545,0.8618220000000001,0.7659565405405406,0.0
0.9139369722222221,0.9254469090909091,0.8320439333333333,0.7683895135135135,0.0
0.9084754166666666,0.9074494545454544,0.8354978666666668,0.7750865405405408,0.0
0.8901557222222222,0.847098,0.8140020666666667,0.7770705945945945,0.0
0.856917888888889,0.7474314545454547,0.7868705333333333,0.766145,0.0
0.8274166388888888,0.7292146363636366,0.7451129333333333,0.7058657837837837,0.0
0.7735216944444443,0.7255796363636364,0.7097116666666667,0.6121495405405403,0.0
0.6805046111111113,0.7063208181818182,0.6400248666666667,0.4551218378378378,0.0
0.38279966666666676,0.6795014545454545,0.5589691999999999,0.2545224594594595,0.0
0.2231812222222222,0.3138246363636364,0.34054460000000003,0.06296472972972976,0.0
0.05682566666666666,0.19809827272727273,0.20583266666666666,0.009194837837837838,0.0
0.01128613888888889,0.028646181818181817,0.04690333333333333,0.0005188378378378378,0.0
0.0,0.0,0.008040199999999999,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
